标题,品牌,城市,价格,新车价格,首付,里程,年份,排放标准
本田杰德 2020款 1.8L 自动 舒适版 5座,本田,西宁,8.18,15.95,0.82万,7.62万公里,2019,国5
领克01 2018款 2.0TD 手自一体 两驱 耀Pro,领克,西宁,8.18,20.36,0.82万,7.81万公里,2018,国5
比亚迪秦PLUS新能源 2021款 DM-i 120km 旗舰型,比亚迪,西宁,8.48,17.48,0.85万,2.08万公里,2022,国6
日产天籁 2018款 2.0L XL 智进版,日产,西宁,8.68,21.13,0.87万,8.12万公里,2019,国5
广汽传祺 传祺GS8 2017款 320T 四驱 豪华智联版 7座,广汽传祺,西宁,8.85,22.56,0.89万,7.89万公里,2018,国5
日产奇骏 2019款 2.0L CVT 两驱 舒适版 5座,日产,西宁,9.75,22.24,0.98万,5.95万公里,2019,国6
宝马5系 2013款 530Li 3.0L 手自一体 领先型,宝马,西宁,12.38,62.55,1.24万,7.66万公里,2014,国4
领克01 2021款 2.0T 四驱劲Halo,领克,西宁,12.88,22.57,1.29万,3.66万公里,2022,国6
大众迈腾 2020款 330TSI 豪华型,大众,西宁,15.43,26.34,1.54万,4.01万公里,2022,国6
广汽传祺 传祺GS8 2022款 双擎 2.0T 两驱尊贵版 7座,广汽传祺,西宁,17.18,25.77,1.72万,2.64万公里,2023,国6
广汽传祺 传祺M8 2021款 领秀系列 390T 至尊版,广汽传祺,西宁,17.28,26.21,1.73万,4.66万公里,2022,国6
宝马3系 2020款 320i 运动套装,宝马,西宁,18.18,32.97,1.82万,5.80万公里,2020,国6
三菱帕杰罗(进口) 2018款 三菱帕杰罗V97 3.8L GLS 八气 双差 天窗(中东),三菱,西宁,21.68,52.19,2.17万,6.15万公里,2019,
福特探险者 2020款 EcoBoost 285 四驱钛金版 7座,福特,西宁,25.56,40.31,2.56万,4.10万公里,2021,国6
丰田普拉多(进口) 2018款 丰田 普拉多（进口） 4.0L 自动 TXL 中东版,丰田,西宁,48.58,62.75,4.86万,7.57万公里,2019,
长安CS35PLUS 2019款 1.6L 手动 畅联版 国VI,长安,西宁,4.98,9.09,0.50万,3.00万公里,2020,国6
哈弗H6 2020款 1.5GDIT 双离合 铂金冠军版,哈弗,西宁,6.58,13.85,0.66万,5.99万公里,2020,国6
奇瑞 瑞虎7 PLUS 2021款 鲲鹏版 1.6T 双离合尊贵型,奇瑞,西宁,7.58,13.07,0.76万,2.22万公里,2022,国6
本田缤智 2017款 1.8L CVT 两驱 先锋版,本田,西宁,7.68,17.48,0.77万,9.35万公里,2017,国5
斯巴鲁森林人 2014款 2.5i 精英版,斯巴鲁,西宁,7.8,30.35,0.78万,9.80万公里,2014,国5
大众宝来 2020款 1.5L 手自一体 精英型,大众,西宁,8.08,15.84,0.81万,2.78万公里,2020,国6
吉利汽车 吉利星瑞 2021款 2.0T 旗舰型,吉利汽车,西宁,9.68,17.03,0.97万,1.69万公里,2022,国6
大众朗逸 2023款 改款 1.5L 自动五百万版,大众,西宁,9.78,14.95,0.98万,1.36万公里,2023,国6
马自达阿特兹 2018款 2.5L  蓝天尊崇版 国V,马自达,西宁,10.33,24.49,1.03万,5.42万公里,2019,国5
大众凌渡 2022款 凌渡L 280TSI 酷辣版,大众,西宁,11.87,19.37,1.19万,2.47万公里,2022,国6
凯迪拉克XTS 2018款 28T 技术版,凯迪拉克,西宁,11.96,33.64,1.20万,6.23万公里,2018,国5
大众探岳 2022款 280TSI 两驱豪华智联版,大众,西宁,13.88,23.13,1.39万,3.14万公里,2022,国6
大众探岳 2022款 280TSI 两驱豪华智联版,大众,西宁,13.88,23.13,1.39万,3.14万公里,2022,国6
广汽传祺 传祺M8 2018款 320T 尊贵版,广汽传祺,西宁,13.88,24.44,1.39万,7.42万公里,2020,国5
奔驰GLC 2016款 GLC200 4MATIC,奔驰,西宁,17.18,44.30,1.72万,7.75万公里,2016,国5
理想汽车 理想ONE 2020款 增程6座版,理想汽车,西宁,17.89,36.75,1.79万,2.75万公里,2021,国6
凯迪拉克CT5 2022款 28T 豪华型,凯迪拉克,西宁,18.78,33.62,1.88万,2.88万公里,2022,国6
丰田汉兰达 2018款 2.0T 手自一体 四驱 尊贵版 7座 国V,丰田,西宁,20.98,34.42,2.10万,6.13万公里,2019,国5
奔驰C级 2021款 C 260 L 运动版,奔驰,西宁,21.03,38.85,2.10万,3.57万公里,2021,国6
丰田汉兰达 2018款 2.0T 手自一体 四驱 豪华版 7座 国VI,丰田,西宁,21.68,33.61,2.17万,3.72万公里,2019,国6
本田艾力绅 2019款 锐·混动 2.0L E-CVT 至尊版,本田,西宁,22.8,36.85,2.28万,3.56万公里,2021,国6
奥迪A6L 2021款 45 TFSI 进享人生版,奥迪,西宁,28.83,49.77,2.88万,6.30万公里,2021,国6
长安逸动 2020款 PLUS 蓝鲸NE 1.4T GDI 双离合 尊贵型,长安,长沙,5.5,10.86,0.55万,4.39万公里,2021,国6
Jeep指南者 2017款 200T 家享版,Jeep,长沙,6.2,20.35,0.62万,6.98万公里,2018,国5
本田XR-V 2017款 1.5L LXi CVT 经典版 国V,本田,长沙,6.3,15.71,0.63万,6.01万公里,2018,国5
比亚迪秦PLUS新能源 2021款 DM-i 55km 旗舰型,比亚迪,长沙,6.68,14.60,0.67万,0.99万公里,2022,国6
大众宝来 2019款 改款 1.5L 手自一体 精英型 国V,大众,长沙,6.68,15.84,0.67万,4.82万公里,2019,国5
大众宝来 2021款 1.5L 自动舒适智联版,大众,长沙,7.08,15.51,0.71万,3.43万公里,2021,国6
本田思域 2016款 220TURBO CVT 豪华版,本田,长沙,7.59,15.94,0.76万,7.09万公里,2019,国5
丰田C-HR 2018款 2.0L CVT 领先天窗版 国V,丰田,长沙,7.63,17.71,0.76万,4.31万公里,2019,国5
马自达3 昂克赛拉 2020款 2.0L 手自一体 质雅版,马自达,长沙,8.24,16.28,0.82万,4.35万公里,2021,国6
现代途胜 2019款 280TGDi 双离合 两驱 智联版 国V,现代,长沙,8.32,20.36,0.83万,4.68万公里,2019,国5
现代途胜 2020款 280TGDi 双离合 两驱 时尚版 国VI,现代,长沙,8.9,20.36,0.89万,3.33万公里,2021,国6
比亚迪宋Pro新能源 2023款 DM-i 冠军版 1.5L 110km 超越型,比亚迪,长沙,11.38,17.04,1.14万,1.37万公里,2023,国6
吉利银河 银河L7 2023款 1.5T 115km 星舰,吉利银河,长沙,11.98,19.68,1.20万,1.72万公里,2023,国6
奔驰A级 2019款 A 200 L 运动轿车 先型特别版,奔驰,长沙,13.66,32.96,1.37万,7.92万公里,2019,国6
宝马X2 2021款 改款 sDrive25i 曜夜版,宝马,长沙,16.15,34.10,1.62万,3.47万公里,2022,国6
凯迪拉克CT5 2021款 28T 领先运动型,凯迪拉克,长沙,17.98,34.75,1.80万,2.93万公里,2021,国6
奇瑞新能源QQ冰淇淋 2022款 120km 甜筒款,奇瑞新能源,长沙,2.39,4.87,0,2.77万公里,2022,新能源
五菱汽车 五菱宏光MINIEV 2020款 悦享款 磷酸铁锂,五菱汽车,长沙,2.51,4.75,0.25万,4.13万公里,2020,国6
长安CS35 2017款 1.6L 手动 豪华版,长安,长沙,3.28,7.98,0.33万,4.09万公里,2018,国5
宝骏510 2019款 1.5L CVT 优享型 国VI,宝骏,长沙,4.68,8.63,0.47万,2.29万公里,2020,国6
魏牌VV5 2017款 WEY VV5　2.0T旗舰型,魏牌,长沙,4.68,18.50,0.47万,8.02万公里,2017,国5
吉利汽车 吉利博越 2018款 1.8TD 手自一体 两驱 智慧型4G互联版,吉利汽车,长沙,4.98,16.16,0.50万,9.89万公里,2018,国5
别克威朗 2020款 三厢 20T CVT 领先型,别克,长沙,5.36,18.48,0.54万,4.69万公里,2020,国6
大众Polo 2016款 1.6L 自动 舒适版,大众,长沙,5.38,11.96,0.54万,4.91万公里,2018,国5
哈弗H6 Coupe 2019款 1.5GDIT 双离合 两驱 豪华智联版 国VI,哈弗,长沙,5.68,12.86,0.57万,5.48万公里,2019,国6
魏牌VV5 2017款 WEY VV5　2.0T旗舰型,魏牌,长沙,5.98,18.50,0.60万,7.80万公里,2018,国5
别克英朗 2021款 典范 1.5L 手自一体 精英型,别克,长沙,6.18,14.39,0.62万,2.43万公里,2022,国6
大众宝来 2019款 改款 1.5L 手自一体 精英型 国VI,大众,长沙,6.41,15.84,0.64万,7.56万公里,2019,国6
丰田雷凌 2019款 185T CVT 豪华版 国VI,丰田,长沙,6.78,14.83,0.68万,6.40万公里,2020,国6
吉利汽车 吉利博越 2020款 1.8TD 双离合 智慧PRO,吉利汽车,长沙,6.81,14.50,0.68万,6.19万公里,2020,国6
哈弗H6 2021款 国潮版 1.5T 两驱都市版,哈弗,长沙,6.87,11.41,0.69万,3.07万公里,2021,国6
哈弗F7 2020款 1.5T 双离合 两驱 i型,哈弗,长沙,6.88,15.05,0.69万,2.42万公里,2020,国6
长安逸动 2022款 PLUS 蓝鲸NE 1.4T GDI 双离合尊贵版,长安,长沙,6.98,10.86,0.70万,0.80万公里,2023,国6
日产劲客 2020款 1.5L CVT 酷享版,日产,长沙,6.98,13.72,0.70万,3.00万公里,2020,国6
丰田RAV4荣放 2015款 2.0L CVT 两驱 风尚版,丰田,长沙,7.5,22.57,0.75万,7.05万公里,2016,国5
福特福克斯Active 2020款 EcoBoost 180 手自一体 劲潮型,福特,长沙,7.58,15.93,0.76万,4.43万公里,2020,国6
雪铁龙天逸 C5 AIRCROSS 2019款 350THP 乐享版,雪铁龙,长沙,7.58,19.68,0.76万,9.25万公里,2019,国5
现代ix35 2020款 2.0L 手自一体 两驱 智勇·畅享版,现代,长沙,7.68,15.95,0.77万,3.91万公里,2020,国6
标致4008 2018款 350THP 精英版,标致,长沙,7.79,23.55,0.78万,8.98万公里,2018,国5
现代LAFESTA 菲斯塔 2019款 280TGDi 智尊版 国VI,现代,长沙,7.86,17.59,0.79万,3.81万公里,2020,国6
宝马1系 2017款 118i 1.5T 手自一体 运动版,宝马,长沙,7.98,25.88,0.80万,4.79万公里,2017,国5
长安CS75PLUS 2021款 2.0T 手自一体 领航型,长安,长沙,8.58,15.95,0.86万,3.31万公里,2021,国6
雪佛兰迈锐宝XL 2019款 Redline 550T 手自一体 锐动版,雪佛兰,长沙,8.88,22.03,0.89万,6.64万公里,2019,国6
领克03 2022款 1.5T 双离合两驱劲Pro,领克,长沙,9.18,16.93,0.92万,1.65万公里,2021,国6
哈弗神兽 2022款 1.5T 两驱智尊版,哈弗,长沙,9.38,16.73,0.94万,1.09万公里,2021,国6
大众朗逸 2022款 280TSI 双离合舒适版,大众,长沙,9.46,16.83,0.95万,2.02万公里,2022,国6
长安UNI-V 2022款 1.5T 双离合智慧领航型,长安,长沙,9.81,15.06,0.98万,3.34万公里,2022,国6
日产奇骏 2019款 2.0L CVT 两驱 智联舒适版 5座,日产,长沙,9.88,22.52,0.99万,3.97万公里,2019,国6
大众途岳 2020款 280TSI 双离合 两驱 豪华版Plus 国VI,大众,长沙,10.38,21.46,1.04万,7.07万公里,2020,国6
奥迪A3 2020款 改款 Limousine 35 TFSI 进取型,奥迪,长沙,10.96,22.50,1.10万,4.83万公里,2020,国6
奥迪A3 2020款 改款 Limousine 35 TFSI 进取型,奥迪,长沙,10.96,22.50,1.10万,4.83万公里,2020,国6
长安UNI-T 2023款 第二代 运动版 1.5T 旗舰型,长安,长沙,10.98,15.94,1.10万,1.33万公里,2023,国6
大众途观L 插电混动 2019款 430PHEV 双离合 旗舰版,大众,长沙,10.98,36.53,1.10万,5.85万公里,2019,国5
宝马X1 2019款 sDrive18Li 时尚版,宝马,长沙,11.18,31.08,1.12万,7.70万公里,2019,国6
日产楼兰 2019款 2.5L 两驱 精英版 国VI,日产,长沙,11.28,26.92,1.13万,7.71万公里,2020,国6
比亚迪宋PLUS新能源 2021款 DM-i 1.5L 两驱旗舰PLUS,比亚迪,长沙,11.98,20.13,1.20万,2.24万公里,2023,国6
荣威iMAX8 2021款 2.0T 手自一体 旗舰版,荣威,长沙,12.58,21.35,1.26万,4.39万公里,2021,国6
奔驰CLA级 2018款 CLA 200 动感版,奔驰,长沙,12.65,28.87,1.27万,6.72万公里,2018,国5
本田雅阁 2018款 260TURBO 精英版 国VI,本田,长沙,12.66,21.46,1.27万,4.35万公里,2020,国6
本田皓影 2021款 240TURBO CVT 两驱 精英版,本田,长沙,12.68,20.35,1.27万,2.89万公里,2021,国6
捷豹XEL 2019款 2.0T 200PS 豪华版 国V,捷豹,长沙,12.98,34.99,1.30万,8.02万公里,2019,国5
别克昂科威 2022款 昂科威S 552T 两驱豪华型,别克,长沙,13.88,24.57,1.39万,2.88万公里,2022,国6
福特蒙迪欧 2022款 EcoBoost 245 豪华型,福特,长沙,13.98,20.36,1.40万,1.50万公里,2023,国6
丰田亚洲龙 2019款 2.0L CVT XLE尊享版 国VI,丰田,长沙,13.98,25.33,1.40万,7.28万公里,2021,国6
红旗H6 2023款 2.0T 致逸版,红旗,长沙,14.16,23.23,1.42万,0.97万公里,2023,国6
红旗HS7 2019款 3.0T 手自一体 智联旗畅四驱版,红旗,长沙,14.98,46.63,1.50万,6.43万公里,2020,国6
广汽传祺 传祺M8 2021款 改款 领秀系列 390T 豪华版,广汽传祺,长沙,15.89,20.36,1.59万,1.34万公里,2023,国6
魏牌摩卡PHEV 2023款 1.5T 215km 两驱长续航版,魏牌,长沙,15.98,26.10,1.60万,0.98万公里,2023,国6
大众途昂 2019款 330TSI 两驱 豪华版,大众,长沙,16.63,37.08,1.66万,7.47万公里,2019,国5
一汽-大众CC 2021款 380TSI 夺目版30周年纪念版,大众,长沙,16.78,30.03,1.68万,2.30万公里,2021,国6
一汽-大众CC 2021款 380TSI 夺目版30周年纪念版,大众,长沙,16.78,30.03,1.68万,2.30万公里,2021,国6
别克GL8 2022款 陆上公务舱 652T 豪华型 7座,别克,长沙,19.38,29.09,1.94万,5.16万公里,2022,国6
丰田汉兰达 2018款 2.0T 手自一体 四驱 尊贵版 7座 国VI,丰田,长沙,20.88,34.42,2.09万,3.27万公里,2020,国6
大众途昂X 2022款 380TSI 四驱 豪华版,大众,长沙,21.08,34.24,2.11万,3.70万公里,2022,国6
沃尔沃XC60 2022款 B5 四驱 智逸豪华版,沃尔沃,长沙,21.58,44.40,2.16万,4.77万公里,2021,国6
宝马X3 2018款 xDrive 30i 领先版 M运动套装,宝马,长沙,23.18,53.56,2.32万,7.39万公里,2019,国6
丰田赛那 2023款 双擎 2.5L 铂金版,丰田,长沙,34.63,46.06,3.46万,1.91万公里,2023,国6
本田缤智 2022款 1.5L CVT 幻夜·先锋版,本田,长沙,9.22,16.04,0.92万,1.95万公里,2022,国6
丰田汉兰达 2018款 2.0T 手自一体 两驱 精英版 5座 国VI,丰田,长沙,15.86,26.99,1.59万,5.89万公里,2020,国6
奥迪Q5L 2020款 45 TFSI 尊享时尚型,奥迪,长沙,20.63,49.74,2.06万,9.32万公里,2020,国6
奔驰GLC 2019款 GLC 260 L 4MATIC 豪华版,奔驰,长沙,21.36,48.59,2.14万,7.74万公里,2018,国6
别克英朗 2016款 15N 自动 精英版,别克,台州,3.63,14.50,0.36万,8.95万公里,2016,国5
日产骐达 2014款 1.6 XL CVT 智能型,日产,台州,4.26,14.33,0.43万,7.16万公里,2016,国5
别克阅朗 2019款 18T 手自一体 互联精英版 国VI,别克,台州,5.18,15.83,0.52万,1.62万公里,2021,国6
比亚迪宋MAX 2019款 1.5TI 双离合 智联睿逸型 天窗版 6座 国VI,比亚迪,台州,5.96,11.74,0.60万,5.12万公里,2020,国6
哈弗H6 2020款 2.0GDIT 双离合 铂金冠军版,哈弗,台州,6.28,14.74,0.63万,7.84万公里,2019,国6
丰田卡罗拉 2019款 1.2T CVT 精英版,丰田,台州,6.98,14.60,0.70万,4.56万公里,2020,国6
比亚迪元Pro 2021款 401km 尊贵型,比亚迪,台州,7.38,13.60,0.74万,3.52万公里,2022,新能源
吉利汽车 吉利嘉际PHEV 2019款 1.5TD 双离合 耀享版,吉利汽车,台州,7.58,19.24,0.76万,4.02万公里,2021,国6
宝马5系 2017款 520Li 2.0T 手自一体 典雅型,宝马,台州,15.28,48.67,1.53万,4.90万公里,2016,国4
奥迪Q3 2020款 35 TFSI 时尚动感型,奥迪,台州,15.68,32.18,1.57万,6.70万公里,2021,国6
奥迪Q5L 2018款 40 TFSI 荣享进取版 国V,奥迪,台州,18.5,42.84,1.85万,5.30万公里,2019,国5
别克GL8 2021款 ES陆尊 653T 尊享型,别克,台州,25.38,38.07,2.54万,3.43万公里,2021,国6
吉利汽车 吉利远景X6 2016款 1.8L 手动 尊贵版,吉利汽车,台州,3.58,10.20,0.36万,5.10万公里,2017,国5
别克英朗 2019款 15T 双离合 互联精英版 国V,别克,台州,4.48,14.71,0.45万,6.30万公里,2018,国5
别克英朗 2017款 15N 手自一体 精英版,别克,台州,4.52,14.50,0.45万,4.40万公里,2017,国5
吉利汽车 吉利帝豪 2019款 领军版 1.5L CVT 向上互联型 国VI,吉利汽车,台州,4.66,10.62,0.47万,5.82万公里,2019,国6
大众宝来 2015款 1.6L 自动 时尚型,大众,台州,4.76,13.72,0.48万,7.80万公里,2015,国5
吉利汽车 吉利帝豪GS 2019款 1.4T CVT 动 国VI,吉利汽车,台州,5.38,11.73,0.54万,2.50万公里,2019,国6
斯柯达晶锐 2017款 1.6L 自动 运动版,斯柯达,台州,5.48,11.52,0.55万,3.53万公里,2019,国5
日产轩逸 2019款 经典 1.6XE CVT 舒适版,日产,台州,5.52,12.48,0.55万,7.40万公里,2019,国6
现代索纳塔 2015款 1.6T 自动 GLX 领先型,现代,台州,5.82,23.45,0.58万,4.95万公里,2016,国5
哈弗H6 2021款 1.5T 双离合 冠军版,哈弗,台州,5.88,13.30,0.59万,4.25万公里,2020,国6
现代名图 2016款 1.6T 双离合 旗舰型,现代,台州,5.88,19.25,0.59万,8.80万公里,2016,国5
大众速腾 2018款 1.6L 手动 时尚版,大众,台州,6.08,14.71,0.61万,5.00万公里,2018,国5
捷达VA3 2019款 1.5L 自动 荣耀版,捷达,台州,6.18,10.73,0.62万,4.75万公里,2021,国6
哈弗H6 2017款 红标 1.5GDIT 双离合 智尚版,哈弗,台州,6.28,15.18,0.63万,5.31万公里,2018,国5
大众Polo 2019款 Plus 1.5L 手自一体 全景乐享版,大众,台州,6.69,12.63,0.67万,4.80万公里,2021,国6
日产骐达 2016款 1.6L CVT 智行版,日产,台州,6.91,14.06,0.69万,2.57万公里,2018,国5
斯柯达速派 2016款 TSI280 双离合 前行版,斯柯达,台州,7.38,20.35,0.74万,7.57万公里,2019,国5
日产天籁 2013款 2.0XL 舒适版,日产,台州,7.86,21.02,0.79万,7.70万公里,2016,国5
哈弗赤兔 2022款 劲享版 1.5T 紫铜兔,哈弗,台州,7.88,12.06,0.79万,1.50万公里,2023,国6
福特蒙迪欧 2017款 EcoBoost 180 豪华版,福特,台州,8.08,24.11,0.81万,6.05万公里,2017,国5
捷达VS7 2022款 280TSI 自动悦享型Pro,捷达,台州,8.38,14.60,0.84万,5.10万公里,2022,国6
日产轩逸 2021款 1.6XL CVT 悦享版,日产,台州,8.48,14.84,0.85万,4.60万公里,2021,国6
别克君威 2019款 20T 精英版 国VI,别克,台州,9.51,20.69,0.95万,6.99万公里,2020,国6
凯迪拉克ATS-L 2017款 28T 技术版,凯迪拉克,台州,9.52,30.75,0.95万,8.00万公里,2017,国5
吉利汽车 吉利豪越L 2023款 2.0T 旗舰版,吉利汽车,台州,11.08,16.83,1.11万,0.73万公里,2023,国6
大众途岳 2021款 280TSI 双离合 两驱 豪华版plus,大众,台州,11.46,21.46,1.15万,2.61万公里,2021,国6
大众夏朗 2018款 380TSI 双离合 舒享版 7座 国VI,大众,台州,12.88,30.52,1.29万,6.22万公里,2018,国6
比亚迪唐新能源 2024款 DM-i 荣耀版 1.5T 112km 前驱尊荣型 7座,比亚迪,台州,16.78,21.45,1.68万,0.30万公里,2024,国6
路虎发现运动版 2022款 249PS R-Dynamic SE 性能科技版 5座,路虎,台州,21.18,46.04,2.12万,4.22万公里,2022,国6
奔驰C级 2023款 C 200 L 运动版,奔驰,台州,27.4,37.16,2.74万,1.59万公里,2023,国6
奥迪A6L 2019款 45 TFSI 臻选动感版,奥迪,台州,28.58,48.48,2.86万,2.60万公里,2020,国6
宝马5系 2020款 530Li 尊享型 豪华套装,宝马,台州,28.98,56.58,2.90万,4.81万公里,2019,国6
奔驰GLC 2020款 改款 GLC 300 L 4MATIC 动感型,奔驰,台州,30.98,50.24,3.10万,5.00万公里,2020,国6
哈弗H6 2018款 红标 运动版 1.5T 手动 精英版,哈弗,台州,4.48,11.86,0.45万,5.53万公里,2018,国5
吉利汽车 吉利远景X3 2020款 1.5L CVT 尊贵型,吉利汽车,重庆,4.45,8.09,0.45万,1.21万公里,2021,国6
长安UNI-T 2022款 1.5T 双离合尊贵型,长安,重庆,8.75,14.17,0.88万,3.02万公里,2022,国6
长安UNI-T 2023款 第二代 1.5T 尊贵型,长安,重庆,9.59,14.17,0.96万,0.23万公里,2023,国6
比亚迪宋Pro新能源 2022款 DM-i 1.5L 51KM 尊荣型,比亚迪,重庆,11.05,17.59,1.11万,1.53万公里,2023,国6
哈弗枭龙 2023款 1.5L 110km 领航版,哈弗,重庆,11.38,17.81,1.14万,0.03万公里,2024,国6
Polestar极星Polestar 2 2020款 首发版,Polestar极星,重庆,12.58,46.71,1.26万,3.39万公里,2021,国6
Polestar极星Polestar 2 2020款 首发版,Polestar极星,重庆,12.58,46.71,1.26万,4.22万公里,2022,国6
本田雅阁 2018款 260TURBO 精英版 国VI,本田,重庆,12.95,21.46,1.30万,3.21万公里,2020,国6
五菱汽车 五菱宏光MINIEV 2021款 马卡龙臻享款 170KM 磷酸铁锂,五菱汽车,重庆,2.86,5.28,0.29万,1.51万公里,2021,新能源
吉利汽车 吉利远景X3 2019款 升级版 1.5L 手动 精英型,吉利汽车,重庆,2.88,6.65,0.29万,2.53万公里,2019,国6
奇瑞 瑞虎3x 2018款 1.5L 自动 精英版,奇瑞,重庆,3.99,7.10,0.40万,4.52万公里,2019,国5
长安CS35 2017款 1.6L 手自一体 豪华版,长安,重庆,4.22,9.09,0.42万,3.78万公里,2018,国5
广汽传祺 传祺GS3 2019款 235T 手动 舒适版,广汽传祺,重庆,4.28,8.97,0.43万,6.06万公里,2020,国6
吉利汽车 吉利博越 2016款 1.8T 手自一体 两驱 智尊版,吉利汽车,重庆,4.45,16.93,0.45万,6.01万公里,2016,国5
荣威i5 2019款 1.5L CVT 4G互联朗豪版,荣威,重庆,4.48,10.75,0.45万,6.93万公里,2019,国5
MINI COUNTRYMAN 2011款 1.6T COOPER S All 4,MINI,重庆,4.6,42.07,0.46万,10.14万公里,2012,国4
江汽集团嘉悦A5 2020款 1.5T CVT 超越型,江汽集团,重庆,4.81,12.17,0.48万,4.13万公里,2020,国6
smart forfour 2016款 1.0L 52千瓦激情版,smart,重庆,4.98,15.14,0.50万,7.67万公里,2016,国5
哈弗M6 2019款 1.5T 双离合 超值版 国VI,哈弗,重庆,5.78,9.10,0.58万,0.97万公里,2021,国6
哈弗H6 Coupe 2019款 1.5GDIT 双离合 两驱 豪华智联版 国VI,哈弗,重庆,5.95,12.86,0.60万,6.32万公里,2019,国6
丰田YARiS L 致炫 2020款 致炫X 1.5L CVT 领先版,丰田,重庆,5.98,10.40,0.60万,4.85万公里,2020,国6
福特福克斯 2020款 三厢 EcoBoost 180 自动 锋潮型,福特,重庆,6.32,15.60,0.63万,6.67万公里,2019,国6
日产劲客 2017款 1.5L CVT 酷享版 国V,日产,重庆,6.58,14.05,0.66万,1.89万公里,2019,国5
奇瑞 瑞虎5x 2021款 超级英雄版 1.5L CVT 豪华版,奇瑞,重庆,6.58,10.30,0.66万,2.76万公里,2022,国6
本田凌派 2022款 180TURBO CVT 豪华版,本田,重庆,6.88,13.71,0.69万,2.03万公里,2021,国6
长安锐程CC 2022款 1.5T 双离合 豪华蓝鲸型,长安,重庆,6.88,12.07,0.69万,4.38万公里,2022,国6
广汽传祺 传祺GS5 2019款 270T 手自一体 豪华版,广汽传祺,重庆,6.95,16.70,0.70万,6.33万公里,2019,国6
东风风光 风光580 2022款 1.5T 自动豪华型,东风风光,重庆,6.98,12.29,0.70万,3.11万公里,2022,国6
别克昂科威 2014款 28T 四驱豪华型,别克,重庆,6.98,33.64,0.70万,7.01万公里,2014,国5
东风风行 风行T5 EVO 2021款 1.5T 钻石版,东风风行,重庆,7.28,13.18,0.73万,2.10万公里,2022,国6
福特福克斯Active 2020款 EcoBoost 180 手自一体 劲潮型,福特,重庆,7.28,15.93,0.73万,3.94万公里,2019,国6
吉利汽车 吉利嘉际 2021款 1.8TD 双离合 舒适型,吉利汽车,重庆,7.38,13.72,0.74万,2.95万公里,2021,国6
荣威RX5 2020款 PLUS 300TGI 双离合 Ali国潮旗舰版,荣威,重庆,7.38,14.94,0.74万,4.49万公里,2021,国6
标致408 2022款 1.6T 进取版,标致,重庆,7.98,12.16,0.80万,1.62万公里,2022,国6
长安CS75PLUS 2021款 1.5T 手自一体 豪华型,长安,重庆,7.98,14.28,0.80万,4.85万公里,2021,国6
奔腾T99 2020款 20TD 自动豪华型,奔腾,重庆,8.06,17.94,0.81万,2.33万公里,2020,国6
宝马1系 2018款 118i 1.5T 手自一体 运动版,宝马,重庆,8.26,25.44,0.83万,6.97万公里,2018,国5
领克06 2020款 1.5T 耀Halo,领克,重庆,8.58,15.80,0.86万,1.88万公里,2021,国6
本田思域 2019款 220TURBO CVT 劲动版 国VI,本田,重庆,8.64,15.94,0.86万,6.76万公里,2020,国6
领克06 2020款 1.5T 耀Halo,领克,重庆,8.88,15.80,0.89万,2.20万公里,2021,国6
三菱欧蓝德 2019款 2.0L CVT 两驱 畅享版 7座 国VI,三菱,重庆,8.88,20.02,0.89万,6.38万公里,2019,国6
丰田卡罗拉 2021款 1.2T S-CVT 豪华版,丰田,重庆,8.98,15.49,0.90万,1.62万公里,2023,国6
长安UNI-V 2022款 1.5T 双离合尊贵型,长安,重庆,9.28,13.40,0.93万,1.96万公里,2023,国6
大众朗逸 2022款 280TSI 双离合舒适版,大众,重庆,9.46,16.83,0.95万,2.17万公里,2022,国6
领克01 2019款 2.0TD 手自一体 两驱 型Pro 国VI,领克,重庆,9.68,19.92,0.97万,4.43万公里,2020,国6
吉利汽车 吉利博越 2023款 博越COOL 1.5T 智慧型,吉利汽车,重庆,9.88,13.28,0.99万,0.10万公里,2024,国6
大众凌渡 2021款 280TSI 双离合 舒适版,大众,重庆,10.48,20.03,1.05万,6.20万公里,2021,国6
雪佛兰探界者 2022款 535T 两驱驰界版,雪佛兰,重庆,10.58,20.92,1.06万,4.18万公里,2022,国6
大众高尔夫 2021款 280TSI 双离合 Pro型,大众,重庆,11.58,17.04,1.16万,2.66万公里,2022,国6
比亚迪宋PLUS新能源 2021款 DM-i 1.5L 两驱旗舰PLUS,比亚迪,重庆,11.58,20.13,1.16万,3.89万公里,2022,国6
日产奇骏 2020款 2.0L CVT 两驱 智联舒适版 5座,日产,重庆,11.73,22.52,1.17万,3.60万公里,2020,国6
领克05 2020款 2.0TD 手自一体 两驱 耀Halo,领克,重庆,11.85,22.57,1.19万,5.80万公里,2021,国6
沃尔沃S60 2019款 S60L 改款 T5 智进进阶版,沃尔沃,重庆,12.58,28.10,1.26万,4.24万公里,2020,国6
Jeep大指挥官 2020款 2.0T 四驱 精英版 7座,Jeep,重庆,14.26,32.51,1.43万,3.77万公里,2020,国6
别克君越 2022款 552T 豪华型,别克,重庆,14.28,24.78,1.43万,1.51万公里,2023,国6
凯迪拉克XT4 2021款 28T 两驱 技术型,凯迪拉克,重庆,14.46,29.19,1.45万,1.11万公里,2021,国6
