标题,品牌,城市,价格,新车价格,首付,里程,年份,排放标准
奔驰C级 2022款 C 260 L 运动版,奔驰,合肥,26.90万,35.12万,0.0, 1.60万公里,2022,N/A
奥迪TT 2010款 TT 2.0TFSI典藏版,奥迪,北京,8.18万,53.90万,0.0, 9万公里,2010,N/A
辉腾 2012款 3.0L 行政型,大众,济南,9.50万,80.92万,0.0, 14万公里,2012,N/A
奔驰GLB 2022款 GLB 220 4MATIC,奔驰,东莞,27.80万,35.33万,0.0, 1.32万公里,2022,N/A
宝马X1 2013款 sDrive18i 时尚型,宝马,合肥,4.98万,28.50万,0.0, 11.90万公里,2013,N/A
揽胜 2011款 5.0 V8 NA HSE,路虎,成都,16.80万,172.80万,0.0, 17.20万公里,2011,N/A
福克斯 2012款 三厢 1.6L 自动风尚型,福特,嘉兴,2.68万,14.39万,0.0, 9.60万公里,2012,N/A
雪铁龙C4L 2013款 1.8L 自动劲智版,雪铁龙,合肥,2.98万,15.79万,0.0, 13万公里,2013,N/A
君威 2015款 1.6T 精英技术型,别克,苏州,4.10万,20.99万,0.0, 8.30万公里,2015,N/A
科帕奇 2013款 2.4L 两驱城市版 7座,雪佛兰,杭州,3.60万,22.68万,0.0, 10万公里,2013,N/A
smart fortwo 2015款 1.0 MHD 炫闪特别版,smart,银川,4.08万,14.39万,0.0, 5万公里,2015,N/A
宝骏560 2016款 1.8L iAMT豪华型,宝骏,金华,2.98万,8.78万,0.0, 5万公里,2016,N/A
东南DX7 2015款 1.5T 自动精英型,东南,福州,2.60万,11.99万,0.0, 8万公里,2015,N/A
海豚 2021款 时尚版,比亚迪,惠州,8.48万,11.78万,0.0, 2.70万公里,2021,N/A
Mustang 2016款 2.3T 性能版,福特,沈阳,13.88万,39.98万,0.0, 7.20万公里,2016,N/A
Polo 2013款 1.6L 自动舒适版,大众,宁波,2.98万,11.19万,0.0, 8万公里,2013,N/A
马自达6 2015款 2.0L 自动豪华型,马自达,成都,4.20万,15.28万,0.0, 10.80万公里,2015,N/A
宝来 2020款 1.5L 自动精英型,大众,济南,6.08万,13.90万,0.0, 6.20万公里,2020,N/A
瑞虎5 2016款 2.0L 手动家悦版,奇瑞,金华,2.38万,9.89万,0.0, 8万公里,2016,N/A
凯美瑞 2006款 240G,丰田,深圳,3.68万,22.98万,0.0, 13.50万公里,2006,N/A
远景 2016款 1.5L 手动进取型,吉利汽车,合肥,1.98万,5.39万,0.0, 3.98万公里,2016,N/A
瑞风M5 2013款 2.0T 汽油自动商务版,江汽集团,东莞,3.68万,14.95万,0.0, 10万公里,2013,N/A
斯巴鲁XV 2014款 2.0i 舒适版,斯巴鲁,广州,5.80万,19.98万,0.0, 4.90万公里,2014,N/A
奔驰GLK级 2015款 GLK 260 4MATIC 动感型 极致版,奔驰,济南,11.50万,39.80万,0.0, 12.20万公里,2015,N/A
宝马3系 2015款 320Li 时尚型,宝马,合肥,8.98万,35.88万,0.0, 9万公里,2015,N/A
捷豹XEL 2019款 2.0T 200PS 豪华版,捷豹,昆明,14.30万,31.18万,0.0, 5.90万公里,2019,N/A
Model S 2017款 75,特斯拉,温州,18.90万,72.35万,0.0, 10.30万公里,2017,N/A
Panamera 2014款 Panamera 3.0T,保时捷,杭州,30.11万,114.50万,0.0, 9.80万公里,2014,N/A
途锐 2017款 3.0TSI 拓界版,大众,长沙,26.80万,67.78万,0.0, 8万公里,2017,N/A
优优EV 2018款 40KWh标准型,开瑞,深圳,1.88万,17.10万,0.0, 12.80万公里,2018,N/A
奔驰B级 2012款 B 180,奔驰,成都,6.48万,27.80万,0.0, 11万公里,2012,N/A
Mustang 2017款 2.3T 性能版,福特,丽水,15.88万,39.68万,0.0, 5.30万公里,2017,N/A
宝马5系 2022款 530Li 领先型 豪华套装,宝马,西安,37.88万,46.39万,0.0, 2.53万公里,2022,N/A
奔驰E级 2021款 E 300 L 豪华型 轿车,奔驰,合肥,38.60万,49.78万,0.0, 6.70万公里,2021,N/A
博瑞 2015款 2.4L 标准型,吉利汽车,金华,3.38万,11.98万,0.0, 9万公里,2015,N/A
凌渡 2015款 280TSI DSG舒适版,大众,合肥,5.98万,18.39万,0.0, 10.30万公里,2015,N/A
奇骏 2012款 2.5L CVT豪华版 4WD,日产,北京,5.88万,23.98万,0.0, 8.30万公里,2012,N/A
明锐 2019款 TSI230 DSG豪华版,斯柯达,合肥,6.80万,14.99万,0.0, 3.50万公里,2019,N/A
MG6 2017款 20T 自动豪华智联版,名爵,金华,4.88万,11.78万,0.0, 8万公里,2017,N/A
奔驰GLC轿跑 AMG 2018款 AMG GLC 63 S 4MATIC+ 轿跑SUV,奔驰,上海,63.70万,118.08万,0.0, 2.40万公里,2018,N/A
红旗HS5 2019款 2.0T 智联旗享四驱版,红旗,成都,10.68万,21.38万,0.0, 4万公里,2019,N/A
哈弗F7 2019款 2.0T 四驱i悦 国VI,哈弗,金华,7.58万,15.10万,0.0, 5万公里,2019,N/A
ID.4 X 2021款 Pro 极智长续航版,大众,上海,13.80万,23.59万,0.0, 2.40万公里,2021,N/A
君威 2019款 20T 豪华型 国VI,别克,杭州,9.20万,19.68万,0.0, 6万公里,2019,N/A
指挥官经典 2008款 5.7 HEMI,Jeep,北京,16.80万,64.99万,0.0, 13.01万公里,2008,N/A
MINI COUNTRYMAN 2014款 1.6L COOPER Fun,MINI,重庆,9.58万,27.60万,0.0, 6.50万公里,2014,N/A
名图 2019款 1.8L 自动智能型GLS 国VI,现代,东莞,7.68万,14.98万,0.0, 7万公里,2019,N/A
小鹏P7 2020款 670E,小鹏汽车,广州,14.98万,31.49万,0.0, 4.96万公里,2020,N/A
英朗 2013款 GT 1.6L 自动时尚版,别克,宁波,2.28万,15.27万,0.0, 8万公里,2013,N/A
宝马X2 2020款 sDrive20i M越野套装,宝马,西安,12.98万,26.68万,0.0, 6.35万公里,2020,N/A
昕锐 2013款 1.6L 手动智选型,斯柯达,德阳,2.68万,9.59万,0.0, 10.30万公里,2013,N/A
宝马2系 2018款 225i 敞篷轿跑车 M运动套装,宝马,深圳,14.98万,33.58万,0.0, 10万公里,2018,N/A
汉兰达 2009款 2.7L 两驱7座豪华版,丰田,东莞,5.98万,29.88万,0.0, 16万公里,2009,N/A
朗逸 2015款 1.6L 自动风尚版,大众,惠州,5.48万,12.19万,0.0, 6.50万公里,2015,N/A
优6 SUV 2014款 1.8T 智尊型,纳智捷,宁波,2.08万,16.68万,0.0, 10万公里,2014,N/A
长安CS75 PLUS 2021款 2.0T 自动领航型,长安,金华,8.68万,13.99万,0.0, 3万公里,2021,N/A
爱唯欧 2011款 三厢 1.6L MT SX,雪佛兰,宁波,1.28万,9.98万,0.0, 8万公里,2011,N/A
宝马5系 2014款 525Li 豪华设计套装,宝马,淄博,16.80万,49.96万,0.0, 11万公里,2014,N/A
艾力绅 2016款 2.4L 豪华版,本田,深圳,15.90万,29.28万,0.0, 8.30万公里,2016,N/A
宝马X3 2021款 xDrive30i 领先型 M运动套装,宝马,西安,27.98万,47.98万,0.0, 2.90万公里,2021,N/A
凯越 2011款 1.6LX-AT,别克,宁波,1.38万,10.49万,0.0, 8万公里,2011,N/A
赛拉图 2006款 1.6L AT GLS,起亚,宁波,1.08万,11.88万,0.0, 15万公里,2006,N/A
宝马2系 2015款 218i 敞篷轿跑车,宝马,佛山,13.80万,32.53万,0.0, 9万公里,2015,N/A
奔驰C级(进口) 2017款 C 200 轿跑版,奔驰,福州,17.88万,38.28万,0.0, 4万公里,2017,N/A
Model 3 2021款 标准续航后驱升级版,特斯拉,济南,16.98万,26.67万,0.0, 3万公里,2021,N/A
宝马i4 2022款 eDrive40,宝马,西安,31.98万,46.99万,0.0, 0.65万公里,2022,N/A
蒙迪欧-致胜 2011款 2.3L 时尚型,福特,宁波,2.58万,17.98万,0.0, 11.40万公里,2011,N/A
MINI 2018款 1.5T COOPER 经典派,MINI,东莞,11.88万,22.78万,0.0, 5.60万公里,2018,N/A
风光580 2018款 1.5T CVT豪华型,东风风光,温州,4.88万,10.10万,0.0, 4.20万公里,2018,N/A
奔驰C级 2015款 C 200 L,奔驰,上海,14.88万,36.90万,0.0, 9.38万公里,2015,N/A
蓝鸟 2016款 1.6L CVT炫酷版,日产,德阳,5.08万,12.39万,0.0, 6.40万公里,2016,N/A
宝马7系 2010款 4.4T 混合动力版,宝马,济南,11.80万,229.80万,0.0, 18.70万公里,2010,N/A
缤智 2020款 220 TURBO CVT豪华版,本田,东莞,9.68万,15.98万,0.0, 3万公里,2020,N/A
凯美瑞 2019款 2.0G 豪华版 国VI,丰田,杭州,13.80万,19.98万,0.0, 4.20万公里,2019,N/A
宝马3系 2020款 改款 325Li M运动套装,宝马,西安,22.58万,34.69万,0.0, 5.29万公里,2020,N/A
RAV4荣放 2016款 2.0L CVT两驱风尚版,丰田,东莞,9.58万,19.68万,0.0, 9.29万公里,2016,N/A
轩逸 2021款 经典 1.6 XE CVT舒适版,日产,东莞,6.68万,10.86万,0.0, 3.50万公里,2021,N/A
皇冠 2012款 2.5L Royal 真皮版,丰田,东莞,12.68万,33.98万,0.0, 10.80万公里,2012,N/A
途昂 2017款 330TSI 两驱豪华版,大众,东莞,13.98万,33.89万,0.0, 12万公里,2017,N/A
型格 2022款 240TURBO CVT尊享版,本田,广州,12.48万,16.69万,0.0, 1.02万公里,2022,N/A
轩逸 2022款 经典 1.6 XE CVT舒适版,日产,大连,6.38万,10.86万,0.0, 5.70万公里,2022,N/A
本田XR-V 2021款 1.5L CVT经典版,本田,佛山,8.98万,13.29万,0.0, 4.60万公里,2021,N/A
劲客 2017款 1.5L CVT酷享版,日产,德阳,6.28万,12.28万,0.0, 6.07万公里,2017,N/A
海豚 2021款 时尚版,比亚迪,重庆,7.50万,11.78万,0.0, 5.10万公里,2021,N/A
标致4008 2017款 350THP 舒适版,标致,宁波,6.48万,18.57万,0.0, 6万公里,2017,N/A
奥迪A6L 2021款 40 TFSI 豪华动感型,奥迪,潍坊,30.28万,41.98万,0.0, 2.60万公里,2021,N/A
高尔夫 2020款 挚爱版 280TSI DSG舒适型,大众,合肥,9.90万,15.42万,0.0, 3万公里,2020,N/A
理想ONE 2021款 增程6座版,理想汽车,合肥,19.69万,34.98万,0.0, 6.30万公里,2021,N/A
揽胜极光 2016款 2.0T SE PLUS 智享版,路虎,温州,13.90万,49.80万,0.0, 7.30万公里,2016,N/A
宝马3系 2018款 320Li 领先型M运动套装,宝马,东莞,15.65万,34.98万,0.0, 13.06万公里,2018,N/A
宝马3系 2020款 改款 325Li M运动套装,宝马,西安,22.98万,34.69万,0.0, 4.70万公里,2020,N/A
普拉多(进口) 2010款 2.7L 自动豪华版,丰田,沈阳,20.70万,49.90万,0.0, 14万公里,2010,N/A
MG ONE 2022款 α-数智运动系列 1.5T 初创版,名爵,东莞,7.58万,10.78万,0.0, 1.20万公里,2022,N/A
科鲁泽 2020款 320 自动悦享版,雪佛兰,苏州,4.66万,11.19万,0.0, 2.90万公里,2020,N/A
高尔夫 2021款 280TSI DSG Pro,大众,滨州,9.98万,14.98万,0.0, 4.60万公里,2021,N/A
宝马3系 2020款 改款 325Li M运动套装,宝马,西安,24.58万,34.69万,0.0, 5.10万公里,2020,N/A
迈腾GTE 2022款 豪华型,大众,滨州,16.98万,23.79万,0.0, 0.01万公里,2022,N/A
宝马7系 2013款 760Li,宝马,北京,46.50万,256.35万,0.0, 7.20万公里,2013,N/A
奥迪Q5L 2022款 45T 豪华动感型,奥迪,成都,34.28万,45.02万,0.0, 0.54万公里,2022,N/A
揽胜 2011款 5.0 V8 SC,路虎,成都,22.50万,218.80万,0.0, 22.20万公里,2011,N/A
马自达6 2012款 2.0L 自动时尚型,马自达,嘉兴,2.58万,17.98万,0.0, 10.50万公里,2012,N/A
捷豹XE 2018款 2.0T 300PS 四驱R-Sport运动版,捷豹,厦门,15.80万,44.80万,0.0, 7万公里,2018,N/A
菱智 2013款 V3 1.5L 7座豪华型,东风风行,宁波,1.78万,6.49万,0.0, 9万公里,2013,N/A
沃尔沃XC60 2023款 B5 四驱智逸豪华版,沃尔沃,北京,25.90万,39.69万,0.0, 2.90万公里,2023,N/A
领克01 2023款 EM-F PM,领克,上海,14.18万,19.18万,0.0, 1万公里,2023,N/A
Macan 2021款 Macan 2.0T,保时捷,西安,43.88万,53.10万,0.0, 2.10万公里,2021,N/A
英朗 2010款 XT 1.6L 自动时尚版,别克,上海,1.88万,14.99万,0.0, 11万公里,2010,N/A
奔驰GLB 2022款 GLB 220 4MATIC,奔驰,南昌,27.80万,35.33万,0.0, 0.86万公里,2022,N/A
奥德赛 2015款 2.4L 智享版,本田,沈阳,13.40万,26.68万,0.0, 12万公里,2015,N/A
奥德赛 2021款 2.0L 锐·智享版,本田,佛山,19.68万,27.58万,0.0, 6.30万公里,2021,N/A
小鹏G3 2022款 G3i 520G,小鹏汽车,广州,9.98万,18.19万,0.0, 3.80万公里,2022,N/A
凯越 2011款 1.6LX-AT,别克,州,.,.,0.0, .,2011,N/A
辉腾 2011款 3.6L V6 5座加长商务版,大众,北京,.,.,0.0, ,2011,N/A
锐界 2020款 EcoBoost 245 两驱豪锐型 7座,福特,哈滨,.,.,0.0, ,2020,N/A
Panamera 2010款 Panamera 3.6L,保时捷,杭州,.,.,0.0, ,2010,N/A
宝马6系 2013款 改款 640i Gran Coupe,宝马,杭州,.,.,0.0, ,2013,N/A
奔驰E级 2022款 E 300 L 时尚型 轿车,奔驰,南昌,.,.,0.0, .,2022,N/A
奔驰V级 2020款 V 260 L 长轴距豪华版,奔驰,沙,.,.,0.0, .,2020,N/A
科帕奇 2013款 2.4L 两驱城市版 7座,雪佛兰,,.,.,0.0, .,2013,N/A
哈弗H6 2022款 第三代 1.5T 自动两驱Max,哈弗,惠州,.,.,0.0, .,2022,N/A
别克GL8 2013款 3.0L GT豪华商务豪雅版,别克,北京,.,.,0.0, ,2013,N/A
揽胜运动版 2021款 3.0 L6 SE,路虎,,.,.,0.0, .,2021,N/A
奥迪Q5 2015款 40 TFSI 技术型,奥迪,,.,.,0.0, .,2015,N/A
天籁 2011款 2.5L XL-NAVI智领版,日产,北京,.,.,0.0, ,2011,N/A
Cayenne 2011款 Cayenne 3.0T,保时捷,北京,.,.,0.0, .,2011,N/A
奔驰C级 2023款 C 200 L 运动版,奔驰,南昌,.,.,0.0, .,2023,N/A
欧陆 2012款 6.0T GT W12,宾利,庆,.,.,0.0, ,2012,N/A
帝豪 2023款 第4代 冠军版 1.5L CVT旗舰型,吉利汽车,庆,.,.,0.0, .,2023,N/A
Cayenne 2011款 Cayenne 3.0T,保时捷,济南,.,.,0.0, .,2011,N/A
宝骏730 2016款 1.5L 手动豪华型 7座,宝骏,佛,.,.,0.0, ,2016,N/A
本田CR-V 2019款 240TURBO CVT两驱舒适版 国VI,本田,深圳,.,.,0.0, .,2019,N/A
本田CR-V 2019款 240TURBO CVT两驱舒适版 国VI,本田,深圳,12.80万,17.98万,0.0, 4.88万公里,2019,N/A
瑞虎3 2015款 1.6L CVT智尚运动版,奇瑞,广州,2.28万,8.79万,0.0, 9.80万公里,2015,N/A
Macan 2014款 Macan S 3.0T,保时捷,广州,20.98万,68.80万,0.0, 8.38万公里,2014,N/A
昂科威 2016款 20T 两驱精英型,别克,温州,6.20万,23.59万,0.0, 8万公里,2016,N/A
AION S 2021款 Plus 70 科技版,埃安,广州,8.86万,15.96万,0.0, 10.60万公里,2021,N/A
宝马5系 2014款 520Li 典雅型,宝马,济南,13.88万,43.56万,0.0, 7万公里,2014,N/A
揽胜 2012款 4.4 TDV8,路虎,成都,29.50万,188.80万,0.0, 25.80万公里,2012,N/A
宝马5系 2013款 525Li 豪华型,宝马,泉州,11.80万,49.46万,0.0, 13万公里,2013,N/A
威朗 2017款 三厢 15S 自动进取型,别克,泉州,5.30万,14.69万,0.0, 11万公里,2017,N/A
北京BJ40 2020款 2.0T 自动四驱城市猎人版侠客型,北京,昆明,10.99万,17.98万,0.0, 10万公里,2020,N/A
朗逸 2011款 1.6L 自动品悠版,大众,惠州,2.50万,12.48万,0.0, 18万公里,2011,N/A
大切诺基 2004款 4700 豪华型,Jeep,北京,8.80万,42.90万,0.0, 13.60万公里,2004,N/A
Cayenne 2011款 Cayenne 3.0T,保时捷,北京,22.80万,92.20万,0.0, 13.80万公里,2011,N/A
缤智 2023款 1.5L CVT豪华版,本田,广州,12.18万,13.99万,0.0, 0.20万公里,2023,N/A
Model S 2016款 60,特斯拉,杭州,14.90万,70.89万,0.0, 15万公里,2016,N/A
传祺M8 2021款 大师系列 390T 尊贵版,广汽传祺,广州,17.98万,23.98万,0.0, 4万公里,2021,N/A
宝马X2 2020款 sDrive20i M越野套装,宝马,西安,12.29万,26.68万,0.0, 4.64万公里,2020,N/A
发现 2013款 5.0 V8 SE,路虎,北京,26.80万,105.80万,0.0, 12.60万公里,2013,N/A
奔驰GLA 2020款 GLA 200,奔驰,丽水,17.98万,30.38万,0.0, 3万公里,2020,N/A
五菱宏光 2014款 1.5L 标准型,五菱汽车,南京,1.38万,5.28万,0.0, 12.90万公里,2014,N/A
奥迪Q2L 2018款 35TFSI 时尚致雅型 国V,奥迪,杭州,11.38万,23.66万,0.0, 5.30万公里,2018,N/A
奔驰R级 2015款 R 400 4MATIC 商务型,奔驰,北京,20.80万,75.60万,0.0, 17.60万公里,2015,N/A
标致4008 2017款 350THP 舒适版,标致,泉州,7.50万,18.57万,0.0, 9万公里,2017,N/A
天籁 2022款 2.0L XE 纯享版,日产,大连,13.98万,17.98万,0.0, 2.17万公里,2022,N/A
奥迪A6L 2021款 45 TFSI 臻选致雅型,奥迪,海口,32.60万,44.38万,0.0, 6万公里,2021,N/A
Model 3 2022款 后轮驱动版,特斯拉,武汉,19.90万,23.19万,0.0, 1.10万公里,2022,N/A
威尔法 2019款 双擎 2.5L HV豪华版,丰田,北京,65.88万,80.50万,0.0, 5.10万公里,2019,N/A
五菱宏光 2014款 1.5L S舒适型,五菱汽车,南京,1.88万,6.58万,0.0, 11.80万公里,2014,N/A
MINI 2014款 1.2T ONE+,MINI,广州,7.38万,22.50万,0.0, 6.50万公里,2014,N/A
帝豪GL 2017款 1.8L 自动精英型,吉利汽车,金华,3.98万,9.58万,0.0, 7万公里,2017,N/A
福睿斯 2015款 1.5L 自动舒适型,福特,惠州,3.60万,10.78万,0.0, 9万公里,2015,N/A
东风纳米EX1 2020款 质灵版,东风纳米,济南,4.18万,4.57万,0.0, 0.90万公里,2020,N/A
奔驰C级 2019款 改款 C 260 L 运动版,奔驰,武汉,18.98万,34.68万,0.0, 7.60万公里,2019,N/A
揽胜极光 2018款 240PS PURE 风尚版,路虎,大庆,16.80万,39.48万,0.0, 9.70万公里,2018,N/A
瑞虎7 2016款 2.0L CVT耀臻版,奇瑞,杭州,4.30万,12.39万,0.0, 7万公里,2016,N/A
凯迪拉克ATS-L 2017款 28T 技术型,凯迪拉克,南通,11.88万,27.38万,0.0, 9.86万公里,2017,N/A
科沃兹 2019款 320 自动欣享版,雪佛兰,南平,3.88万,8.89万,0.0, 6万公里,2019,N/A
发现 2013款 3.0 SDV6 HSE 柴油版,路虎,成都,27.50万,84.80万,0.0, 18.30万公里,2013,N/A
揽胜运动版 2016款 3.0 V6 SC SE,路虎,温州,33.90万,92.80万,0.0, 10万公里,2016,N/A
发现 2017款 3.0 V6 S,路虎,大庆,35.80万,79.80万,0.0, 11.90万公里,2017,N/A
凯迪拉克XT5 2020款 改款 28T 四驱豪华型,凯迪拉克,莞,.,.,0.0, .,2020,N/A
哈弗H6 Coupe 2016款 蓝标 1.5T 自动两驱都市型,哈弗,州,.,.,0.0, .,2016,N/A
奥迪A6L 2016款 45 TFSI quattro 运动型,奥迪,哈滨,.,.,0.0, ,2016,N/A
高尔夫 2016款 1.6L 自动时尚型,大众,州,.,.,0.0, .,2016,N/A
甲壳虫 2017款 180TSI 宜乐版,大众,沙,.,.,0.0, .,2017,N/A
Polo 2016款 1.6L 自动豪华型,大众,嘉兴,.,.,0.0, ,2016,N/A
奔驰E级 2021款 改款 E 300 L 时尚型 轿车,奔驰,沙,.,.,0.0, ,2021,N/A
奥迪Q7 2016款 3.0T 自动 四驱 7座 平行进口,奥迪,莞,.,暂价,0.0, .,2016,N/A
启辰R50 2014款 1.6L 自动精彩版,启辰,佛,.,.,0.0, ,2014,N/A
高尔夫 2018款 1.6L 自动时尚型,大众,嘉兴,.,.,0.0, ,2018,N/A
飞行家 2020款 3.0T V6 两驱尊悦版,林肯,武汉,.,.,0.0, .,2020,N/A
宝马5系 2022款 二次改款 530Li 领先型 M运动套装,宝马,汕,.,.,0.0, .,2022,N/A
宝骏510 2017款 1.5L 自动时尚型,宝骏,杭州,.,.,0.0, ,2017,N/A
高尔夫 2015款 1.6L 自动时尚型,大众,厦,.,.,0.0, .,2015,N/A
汉EV 2020款 四驱高性能版旗舰型,比亚迪,泉州,.,.,0.0, ,2020,N/A
Polo 2019款 Plus 1.5L 自动全景乐享版,大众,庆,.,.,0.0, .,2019,N/A
骐达TIIDA 2020款 1.6L CVT智行版,日产,嘉兴,.,.,0.0, .,2020,N/A
五菱宏光MINIEV 2022款 马卡龙臻享款 磷酸铁锂,五菱汽车,庆,.,.,0.0, .,2022,N/A
马自达3 昂克赛拉 2016款 三厢 1.5L 自动舒适型,马自达,合肥,.,.,0.0, .,2016,N/A
红旗H9 2020款 2.0T 智联旗享版,红旗,庆,.,.,0.0, .,2020,N/A
Macan 2022款 Macan 2.0T,保时捷,重庆,51.80万,55.40万,0.0, 1.90万公里,2022,N/A
奔驰C级 2018款 C 200 L 运动版,奔驰,泉州,18.58万,35.08万,0.0, 8.20万公里,2018,N/A
凯迪拉克CT5 2022款 28T 豪华型,凯迪拉克,北京,20.98万,29.97万,0.0, 1.80万公里,2022,N/A
Model 3 2021款 标准续航后驱升级版 3D6,特斯拉,温州,18.90万,25.17万,0.0, 1.90万公里,2021,N/A
思域 2019款 220TURBO CVT劲动版 国VI,本田,合肥,8.80万,13.99万,0.0, 4.10万公里,2019,N/A
迈腾 2018款 330TSI DSG 豪华型,大众,哈尔滨,12.88万,23.49万,0.0, 7.60万公里,2018,N/A
凯美瑞 2015款 2.0G 领先版,丰田,泉州,8.98万,19.28万,0.0, 9万公里,2015,N/A
蔚来ES8 2020款 580KM 基准版 七座,蔚来,福州,29.99万,53.60万,0.0, 3.50万公里,2020,N/A
思域 2020款 HATCHBACK 220TURBO CVT潮酷控,本田,济南,10.48万,15.29万,0.0, 2万公里,2020,N/A
发现 2021款 360PS R-Dynamic S,路虎,武汉,56.80万,73.58万,0.0, 1.50万公里,2021,N/A
Polo 2014款 1.6L 自动舒适版,大众,常德,4.68万,10.39万,0.0, 9.40万公里,2014,N/A
宝马5系 2018款 525Li M运动套装,宝马,西安,28.68万,43.69万,0.0, 4.20万公里,2018,N/A
宝马5系PHEV 2021款 535Le M运动套装,宝马,西安,28.80万,49.99万,0.0, 7.35万公里,2021,N/A
奔驰S级 2019款 S 450 L 4MATIC,奔驰,北京,75.88万,120.18万,0.0, 5.60万公里,2019,N/A
宝马X1 2022款 sDrive20Li 时尚型,宝马,广州,15.68万,27.98万,0.0, 3.16万公里,2022,N/A
雷克萨斯ES 2021款 300h 卓越版,雷克萨斯,沈阳,29.50万,37.89万,0.0, 3.10万公里,2021,N/A
奔驰C级 2020款 改款 C 200 L 时尚型运动版,奔驰,丽水,20.88万,31.58万,0.0, 6万公里,2020,N/A
奥迪A8 2021款 A8L 50 TFSI quattro 舒适型,奥迪,西安,52.68万,84.28万,0.0, 6.60万公里,2021,N/A
Macan 2021款 Macan 2.0T,保时捷,长沙,43.88万,53.10万,0.0, 4.60万公里,2021,N/A
本田UR-V 2020款 370TURBO 四驱尊享版,本田,沈阳,21.80万,29.28万,0.0, 4.80万公里,2020,N/A
Mustang 2018款 2.3T 美规,福特,惠州,19.50万,暂无报价,0.0, 2.14万公里,2018,N/A
角斗士 2022款 3.6L 先行版,Jeep,杭州,38.30万,44.99万,0.0, 0.48万公里,2022,N/A
轩逸 2022款 电驱版e-POWER 超智联PLUS,日产,大连,11.28万,14.99万,0.0, 2.90万公里,2022,N/A
雷克萨斯RX 2020款 改款 300 两驱舒适版,雷克萨斯,宁波,31.88万,44.20万,0.0, 6.60万公里,2020,N/A
保时捷911 2020款 Carrera 3.0T,保时捷,上海,106.80万,126.50万,0.0, 2.20万公里,2020,N/A
宝马5系 2022款 530Li 领先型 M运动套装,宝马,南京,36.79万,46.39万,0.0, 2.40万公里,2022,N/A
别克GL8 2021款 ES陆尊 653T 舒适型,别克,济南,23.18万,31.39万,0.0, 9万公里,2021,N/A
保时捷718 2023款 Boxster 2.0T,保时捷,上海,57.80万,58.50万,0.0, 0.90万公里,2023,N/A
山海炮 2023款 3.0T 汽油 极途版牵引版,长城,深圳,20.88万,26.08万,0.0, 3万公里,2023,N/A
普拉多(进口) 2014款 2.7L 自动 四驱 7座 平行进口,丰田,沈阳,23.80万,暂无报价,0.0, 14万公里,2014,N/A
普拉多(进口) 2014款 2.7L 自动 四驱 7座 平行进口,丰田,沈阳,24.90万,暂无报价,0.0, 11万公里,2014,N/A
Sprinter 2019款 3.5L 自动 后驱 7座 原厂定制版,奔驰,北京,53.80万,暂无报价,0.0, 4.38万公里,2019,N/A
普拉多(进口) 2006款 4.0L 自动 四驱 7座 平行进口,丰田,西安,16.80万,暂无报价,0.0, 38.70万公里,2006,N/A
兰德酷路泽(进口) 2017款 4.0L 自动 四驱 8座 平行进口,丰田,成都,56.80万,暂无报价,0.0, 6万公里,2017,N/A
Cayenne 2008款 4.8L 自动 四驱 5座 平行进口,保时捷,北京,33.80万,暂无报价,0.0, 12.60万公里,2008,N/A
奔驰CLA AMG 2015款 AMG CLA 45 4MATIC,奔驰,北京,13.98万,59.80万,0.0, 11.90万公里,2015,N/A
君威 2014款 2.0L 精英时尚型,别克,东莞,3.88万,19.39万,0.0, 11.90万公里,2014,N/A
君威 2015款 1.6T 精英技术型,别克,南京,5.98万,20.99万,0.0, 10.40万公里,2015,N/A
锐界 2016款 EcoBoost 245 两驱豪锐型 7座,福特,东莞,8.98万,29.98万,0.0, 6.40万公里,2016,N/A
昂科威 2019款 28T 四驱精英型 国Ⅵ,别克,济南,11.26万,23.99万,0.0, 7.60万公里,2019,N/A
宝马5系 2014款 525Li 领先型,宝马,东莞,12.98万,46.66万,0.0, 13.20万公里,2014,N/A
金牛座 2017款 EcoBoost 245 旗舰型,福特,东莞,10.98万,29.98万,0.0, 8.80万公里,2017,N/A
昂科威 2016款 28T 四驱精英型,别克,东莞,7.88万,26.99万,0.0, 7.10万公里,2016,N/A
欧蓝德 2020款 2.0L 两驱畅享版 7座,三菱,广州,10.18万,17.68万,0.0, 1.94万公里,2020,N/A
金牛座 2015款 EcoBoost 245 至尊型,福特,东莞,9.88万,28.88万,0.0, 8.80万公里,2015,N/A
传祺GS8 2020款 390T 两驱豪华智联版 7座,广汽传祺,厦门,12.50万,18.58万,0.0, 0.80万公里,2020,N/A
优优EV 2018款 40KWh标准型,开瑞,深圳,1.88万,17.10万,0.0, 8.80万公里,2018,N/A
柯迪亚克GT 2019款 TSI330 两驱豪华版 国V,斯柯达,东莞,12.28万,20.39万,0.0, 5万公里,2019,N/A
轩逸 2021款 1.6L XL CVT悦享版,日产,东莞,8.48万,12.99万,0.0, 3万公里,2021,N/A
Macan 2017款 Macan 2.0T,保时捷,东莞,27.98万,55.00万,0.0, 8.90万公里,2017,N/A
亚洲龙 2019款 双擎 2.5L XLE尊贵版 国VI,丰田,韶关,18.50万,25.78万,0.0, 3万公里,2019,N/A
奔驰GLB 2019款 GLB 200 时尚型,奔驰,宁波,20.00万,32.68万,0.0, 5.25万公里,2019,N/A
